source_file,sheet_name,row_number,severity,field,code,message
Last 90 Day of Lending Activity(8).xlsx,Sheet1,82,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(8).xlsx,Sheet1,89,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(8).xlsx,Sheet1,91,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(8).xlsx,Sheet1,93,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(8).xlsx,Sheet1,105,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(8).xlsx,Sheet1,107,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(8).xlsx,Sheet1,122,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(8).xlsx,Sheet1,135,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(8).xlsx,Sheet1,137,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(8).xlsx,Sheet1,156,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(8).xlsx,Sheet1,166,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(8).xlsx,Sheet1,168,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(8).xlsx,Sheet1,173,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(8).xlsx,Sheet1,174,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(8).xlsx,Sheet1,185,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(8).xlsx,Sheet1,186,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(8).xlsx,Sheet1,211,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(8).xlsx,Sheet1,213,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(8).xlsx,Sheet1,229,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(8).xlsx,Sheet1,245,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(9).xlsx,Sheet1,30,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(9).xlsx,Sheet1,32,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(9).xlsx,Sheet1,33,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(9).xlsx,Sheet1,49,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(9).xlsx,Sheet1,50,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(9).xlsx,Sheet1,63,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(9).xlsx,Sheet1,64,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(9).xlsx,Sheet1,74,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(9).xlsx,Sheet1,87,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(9).xlsx,Sheet1,101,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(9).xlsx,Sheet1,104,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(9).xlsx,Sheet1,107,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(9).xlsx,Sheet1,110,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(9).xlsx,Sheet1,117,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(9).xlsx,Sheet1,119,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(9).xlsx,Sheet1,121,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(9).xlsx,Sheet1,133,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(9).xlsx,Sheet1,135,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(9).xlsx,Sheet1,150,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(9).xlsx,Sheet1,163,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(9).xlsx,Sheet1,165,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(9).xlsx,Sheet1,177,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(9).xlsx,Sheet1,178,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(9).xlsx,Sheet1,185,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(9).xlsx,Sheet1,201,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(9).xlsx,Sheet1,232,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity.xlsx,Sheet1,5,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity.xlsx,Sheet1,7,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity.xlsx,Sheet1,18,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity.xlsx,Sheet1,19,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity.xlsx,Sheet1,29,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity.xlsx,Sheet1,31,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity.xlsx,Sheet1,32,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity.xlsx,Sheet1,60,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity.xlsx,Sheet1,74,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity.xlsx,Sheet1,75,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity.xlsx,Sheet1,82,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity.xlsx,Sheet1,89,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity.xlsx,Sheet1,108,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity.xlsx,Sheet1,109,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity.xlsx,Sheet1,119,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity.xlsx,Sheet1,168,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity.xlsx,Sheet1,171,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity.xlsx,Sheet1,184,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity.xlsx,Sheet1,192,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity.xlsx,Sheet1,198,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity.xlsx,Sheet1,199,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity.xlsx,Sheet1,204,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity.xlsx,Sheet1,210,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity.xlsx,Sheet1,219,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity.xlsx,Sheet1,226,error,lvr,non_positive_lvr,LVR should be greater than zero.
Last 90 Day of Lending Activity.xlsx,Sheet1,227,error,lvr,non_positive_lvr,LVR should be greater than zero.
Last 90 Day of Lending Activity.xlsx,Sheet1,235,error,lvr,missing_lvr,LVR is missing or invalid.
